nom,producteur,origine,volume,degre,type
Guyana 2012-2020 (Diamond),Barikenn,France,70.0,58.9,Vieux
Jamaica 2010-2019 (Worthy Park),Barikenn,France,70.0,55.0,Vieux
Barrell Rum - Tales of Two Islands,Barrel Craft Spirits,United States,70.0,66.4,Vieux
Bach 001,Barrel Craft Spirits,United States,70.0,67.36,Vieux
Private Release,Barrel Craft Spirits,United States,70.0,64.52,Vieux
Rum (13 yo),Barrel Craft Spirits,United States,70.0,62.1,Vieux
Foursquare 2005 (13 Yo) - Cask #MRC 3411,Beek,Pays-Bas,70.0,51.4,Vieux
Rum Quality Blend,Beek,Pays-Bas,70.0,46.0,Vieux
B13 Rum - 13 Years,Bentley Rum,Allemagne,70.0,40.0,Vieux
Barbados 1986 (Finest Bajan Rum) - West Indies,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Caroni Trinidad 19 Years - 1997-2016,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Demerara Enmore 1988,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Demerara Port Mourant 1992 (Uitvlugt),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Demerara Versailles 1985 (Enmore),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Rhum (Beenleigh 2015-2019),& Fine Spirits,France,50.0,57.18,Vieux
Fijian 9 Ans (Millesime 2001),Berry Bros & Rudd,Angleterre,70.0,64.0,Vieux
Fijian 11 Ans (Millesime 2003),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Grenada 7 Ans (Millesime 2003),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Grenada 13 Ans,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Guadeloupe Rum 16 Ans (Millesime 1998),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Guadeloupe Rum 18 Ans (Millesime 1998),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Guyana Rum 13 Ans - Cask #31 (Kirsch Whisky),Berry Bros & Rudd,Angleterre,70.0,62.0,Vieux
Guyana Rum 16 Ans - Cask #63 (Diamond),Berry Bros & Rudd,Angleterre,70.0,47.7,Vieux
Guyana Rum 24 Ans (Millesime 1991) - Cask #02/V64-7 (Diamond),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Jamaican Rum 27 Years (Millesime 1977) ,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
"Jamaican Rum """"Overproof"""" (Millesime 1977) - Cask #23",Berry Bros & Rudd,Angleterre,70.0,60.3,Vieux
Jamaican Rum (Millesime 1982) ,Berry Bros & Rudd,Angleterre,70.0,57.0,Vieux
Jamaican Rum (Millesime 1986) - Long Pond,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Jamaican Rum Monymusk Estate (Millesime 2003),Berry Bros & Rudd,Angleterre,70.0,55.4,Vieux
Nicaraguan (Millesime 1999),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Nicaraguan (Millesime 2000),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
Nicaraguan (Millesime 2002),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
St. Lucia Rum 14 Ans (Millesime 2000),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
St. Lucia Rum 14 Ans - The Nectar,Berry Bros & Rudd,Angleterre,70.0,52.5,Vieux
St. Lucia Rum 16 Ans (Millesime 2000),Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
The Classic Range - Barbados Rum,Berry Bros & Rudd,Angleterre,70.0,40.5,Vieux
The Classic Range - Guatemala Rum,Berry Bros & Rudd,Angleterre,70.0,40.5,Vieux
The Classic Range - Jamaica Rum,Berry Bros & Rudd,Angleterre,70.0,40.5,Vieux
The Classic Range - Nicaragua Rum,Berry Bros & Rudd,Angleterre,70.0,40.5,Vieux
Circee - Black Spiced Rum,Bigallet,France,70.0,40.0,Spiced
Bielle - Cuvee 2009 (Brut de Fût #54),La Confrerie du Rhum,France,70.0,51.9,Vieux
Guyana 1997-2016 (Cask #13) - Uitvlugt,Duncan Taylor,Ecosse,70.0,53.5,Vieux
A Panama Distillery 2004 (Cask #BB 44) - Cask Strength,LEsprit,France,70.0,61.4,Vieux
Travellers 2005  (Cask #BB  27) - Cask Strength,LEsprit,France,70.0,67.0,Vieux
Batch #2 - Martinique (Maison La Mauny),La Maison Du Rhum,France,70.0,42.0,Vieux
Batch #1 - Colombie (Hacienda Coloma),La Maison Du Rhum,France,70.0,46.0,Vieux
Batch #2 - Republique Dominicaine,La Maison Du Rhum,France,70.0,42.0,Vieux
Bielle 2005-2011,Comptoir Des Caraïbes,France,70.0,50.0,Vieux
"La Tour De LOr - Bielle (57,4°)",Chantal Comte,France,70.0,57.4,Vieux
Drink It Zipp It (Caroni),Corman Collins Rhums,Belgique,70.0,61.0,Vieux
Influences n°1 - Trinidad-Jamaique,Famille Ricci,France,70.0,46.0,Vieux
Finest Old Demerara Rum - Port Mourant 1974 (Uitvlugt),Bristol Classic Rum,Angleterre,70.0,46.0,Vieux
Boulet de Canon n°1,Compagnie Des Indes,France,70.0,46.0,Vieux
Caraïbes,Compagnie Des Indes,France,70.0,40.0,Vieux
Caraïbes (Edition de Noël),Compagnie Des Indes,France,70.0,40.0,Vieux
Guyana 18 Ans - Cask #MGA4 - 1997 (Uitvlugt),Compagnie Des Indes,France,70.0,45.0,Vieux
Jamaica 5 Ans,Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 5 Ans - Edition Le Calbar,Compagnie Des Indes,France,70.0,43.0,Vieux
Jamaica 5 Ans - Hyperboissons,Compagnie Des Indes,France,70.0,43.0,Vieux
Latino 5 Ans,Compagnie Des Indes,France,70.0,40.0,Vieux
Dynasty,Famille Ricci,France,70.0,40.0,Vieux
Turquoise Bay - Mauritus Reserve Amber Rum,Island Signature,France,70.0,40.0,Ambre
"Enmore Distillery, Demerara 1988",Caribbean Reserve,Ecosse,70.0,46.0,Vieux
Guyana 1990 (Enmore),Caribbean Reserve,Ecosse,70.0,46.0,Vieux
Jamaica 1992 (Hampden),Caribbean Reserve,Ecosse,70.0,46.0,Vieux
Panama 1997 (Don Jose),Caribbean Reserve,Ecosse,70.0,46.0,Vieux
"Pampero Distillery, Trinidad 1992",Caribbean Reserve,Ecosse,70.0,46.0,Vieux
"Port Mourant Distillery, Demerara 1989 (Uitvlugt)",Caribbean Reserve,Ecosse,70.0,46.0,Vieux
Port Morant Distillery 1990 (Uitvlugt),Caribbean Reserve,Ecosse,70.0,46.0,Vieux
"Providence Distillery, Trinidad - Aged 10 Years",Caribbean Reserve,Ecosse,70.0,46.0,Vieux
Venezuela 1992,Caribbean Reserve,Ecosse,70.0,46.0,Vieux
Caroni 1997-2019,Caroni Rom Dansk Fanklub,Danemark,50.0,61.1,Vieux
Caroni 1998-2020 (With Rum Artesanal),Caroni Rom Dansk Fanklub,Danemark,50.0,68.9,Vieux
Barbados 15 Years West Indies 2000-2015,Cave Guildive,Suisse,70.0,54.0,Vieux
Barbados 17 Years West Indies 2000-2017,Cave Guildive,Suisse,70.0,56.0,Vieux
Demerara 10 Years Port Mourant 2005-2015,Cave Guildive,Suisse,70.0,55.0,Vieux
Demerara 25 Years Enmore 1990-2015,Cave Guildive,Suisse,70.0,56.0,Vieux
Dominican Republic 13 Years (Double Wine Cask),Cave Guildive,Suisse,70.0,49.0,Vieux
Fiji 15 Years South Pacific 2001-2016,Cave Guildive,Suisse,70.0,58.0,Vieux
Jamaica 12 Years New Yarmouth 2005-2017,Cave Guildive,Suisse,70.0,68.0,Vieux
Jamaica 23 Years Hampden 1993-2016,Cave Guildive,Suisse,70.0,61.0,Vieux
Marie-Galante 9 Years Bielle 2008-2017,Cave Guildive,Suisse,70.0,55.0,Vieux
Nicaragua 13 Years 2004-2017,Cave Guildive,Suisse,70.0,66.0,Vieux
Nicaragua 15 Years 2000-2015,Cave Guildive,Suisse,70.0,56.0,Vieux
Panama 11 Years 2006-2017 (Cask #79),Cave Guildive,Suisse,70.0,60.0,Vieux
LArbre du Voyageur - Brut de Cuves (La Mauny),Chantal Comte,France,70.0,60.2,Vieux
LArbre du Voyageur - 1998 (La Favorite),Chantal Comte,France,70.0,40.0,Vieux
LArbre du Voyageur - 2001 - La Favorite),Chantal Comte,France,70.0,45.5,Vieux
LArbre du Voyageur - 2001 (Non Filtre) - La Favorite,Chantal Comte,France,70.0,45.5,Vieux
LArbre du Voyageur - 3 Ans dAge (La Mauny),Chantal Comte,France,70.0,53.5,Vieux
LArbre du Voyageur - 5 Ans dAge (Depaz),Chantal Comte,France,70.0,45.0,Vieux
LArbre du Voyageur - VSOP (Depaz),Chantal Comte,France,70.0,45.0,Vieux
Trinidad 1991-2017 (Cask #2466) - TDL,Duncan Taylor,Ecosse,70.0,52.1,Vieux
Trinidad 1991-2012 (Cask #2467) - TDL,Duncan Taylor,Ecosse,70.0,54.8,Vieux
Trinidad 1997-2014 (Cask #49) - Caroni,Duncan Taylor,Ecosse,70.0,56.4,Vieux
Trinidad 1997-2014 (Cask #110) - Caroni,Duncan Taylor,Ecosse,70.0,53.8,Vieux
Trinidad 1997-2014 (Cask #115) - Caroni,Duncan Taylor,Ecosse,70.0,55.4,Vieux
Trinidad 1997-2015 (Cask #854) - Caroni,Duncan Taylor,Ecosse,70.0,52.5,Vieux
Aged & Geeky (AG),EKTE,Danemark,70.0,43.0,Vieux
Dark & Aged (DA),EKTE,Danemark,70.0,38.0,Vieux
Light & Dry (LD),EKTE,Danemark,70.0,43.0,Blanc
N°1 - Panama 11 Ans,EKTE,Danemark,70.0,63.1,Vieux
N°2 - Jamaica 12 Ans (Monymusk),EKTE,Danemark,70.0,60.0,Vieux
N°3 - Nicaragua 15 Ans,EKTE,Danemark,70.0,68.6,Vieux
N°4 - Jamaica 15 Ans (Long Pond),EKTE,Danemark,70.0,61.4,Vieux
N°5 - Guyana 17 Ans (Uitvlugt),EKTE,Danemark,70.0,62.8,Vieux
El Matcho (Hampden),El Matcho,Belgique,50.0,40.0,Vieux
Batch #1 - Guadeloupe (Damoiseau),La Maison Du Rhum,France,70.0,42.0,Vieux
Batch #1 - Guatemala (Botran),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #1 - Martinique (Maison La Mauny),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #1 - Perou (Millonario),La Maison Du Rhum,France,70.0,48.0,Vieux
Batch #1 - Reunion (Riviere du Mât),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #1 - Sainte Lucie (St Lucia Distillers),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #1 - Trinidad & Tobago (Angostura),La Maison Du Rhum,France,70.0,43.0,Vieux
Batch #1 - Venezuela (Diplomatico),La Maison Du Rhum,France,70.0,47.0,Vieux
Batch #2 - Colombie (Hacienda Coloma),La Maison Du Rhum,France,70.0,46.0,Vieux
Rhum Vieux Jamaique 3 Ans,Le Puits A Whisky,France,70.0,40.0,Vieux
Jamaica 1992 (15th Anniversary 1996-2011) - Long Pond (63°),Mac Y,Danemark,70.0,63.0,Vieux
Jamaique 2007 (Monymusk),Ferroni,France,50.0,64.5,Vieux
Darsa 2007 (Cask #BB 14) - Cask Strength,LEsprit,France,70.0,59.6,Vieux
