nom,producteur,origine,volume,degre
Les Ciseaux (Saint-Maurice),Ferroni,France,700.0,50.0
Overproof (73°),Ferroni,France,700.0,73.0
Overproof - Batch #2 (74°),Ferroni,France,700.0,74.0
Rosé Rhum Blend,Ferroni,France,700.0,40.0
Série des Lumières - Guildive 1800,Ferroni,France,500.0,40.0
Série des Lumières - Guildive 1800 - Batch #2,Ferroni,France,500.0,40.0
Série des Lumières - Ratafia de Marseille,Ferroni,France,500.0,35.0
Terres de Pur Jus,Ferroni,France,500.0,63.2
Torna Viagem,Ferroni,France,500.0,64.0
Trinidad 2010,Ferroni,France,500.0,53.0
Barbados & Jamaica,Flensburg,Allemagne,700.0,
Barbados MBFS 2005,Flensburg,Allemagne,700.0,62.9
Guyana MEC 1992,Flensburg,Allemagne,700.0,59.8
,General Rum Trader,,,
Caroni Aged 16 Years (Cask #2944),Gleann Mór Spirits Company,Ecosse,700.0,50.2
Trinidad Caroni 13 Years,Good Spirits,,700.0,
Demerara Vintage 1974 (Casks #102 & #103),Gordon & Macphail,Ecosse,700.0,50.0
Jamaica Vintage 1941 (Cask #76) - Long Pond,Gordon & Macphail,Ecosse,700.0,50.0
Barbados - Aged 17 Years - Rockley Still (1986) - West Indies,High Spirits Collection,Italie,700.0,46.0
Demerara - Aged 13 Years - Port Mourant (1990) - Uitvlugt,High Spirits Collection,Italie,700.0,46.0
Demerara - 1971 (Enmore),High Spirits Collection,Italie,700.0,54.0
Demerara - 1974 (Enmore),High Spirits Collection,Italie,700.0,54.0
Demerara - 1974 (Enmore),High Spirits Collection,Italie,700.0,54.0
Demerara - 1975 (Uitvlugt),High Spirits Collection,Italie,700.0,52.0
Trinidad - Aged 12 Years - Caroni (1991),High Spirits Collection,Italie,700.0,46.0
Trinidad - Aged 15 Years - Caroni (1997),High Spirits Collection,Italie,700.0,46.0
Trinidad - Aged 18 Years - Caroni (1998),High Spirits Collection,Italie,700.0,46.0
Trinidad - Aged 21 Years - Caroni (1991) 46°,High Spirits Collection,Italie,700.0,46.0
Trinidad - Aged 21 Years - Caroni (1991) 58°,High Spirits Collection,Italie,700.0,58.0
Guyana Demerara Rum - Versailles 11 Years,Holsons,Royaume-Uni,700.0,46.0
